,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
32,Fuse Games Limited,Pinball,Mario Pinball Land,Game Boy Advance,Nintendo,"Oct 4, 2004","Oct 4, 2004 ",7.5,7.3
33,Venom Games,"Boxing, Sports",Rocky: Legends,"PlayStation 2,Xbox","Ubisoft, Microsoft Game Studios","Sep 28, 2004","Oct 4, 2004 ",6.8,7.7
34,Venom Games,"Boxing, Sports",Rocky: Legends,"PlayStation 2,Xbox","Ubisoft, Microsoft Game Studios","Sep 28, 2004","Oct 4, 2004 ",6.8,7.7
35,"Midway, JGI Entertainment","3D, Action, Fighting",Mortal Kombat: Deception,"GameCube,PlayStation 2,PSP,Xbox",Midway,"Oct 4, 2004","Oct 4, 2004 ",8.5,8.6
36,"Midway, JGI Entertainment","Fighting, 3D, Action",Mortal Kombat: Deception,"GameCube,PlayStation 2,PSP,Xbox",Midway,"Oct 4, 2004","Oct 4, 2004 ",8.5,8.6
37,"Elkware, Ascaron Entertainment GmbH","Real-Time, Strategy",Port Royale 2,"Mobile,PC","Elkware, Value Software, Ascaron Entertainment GmbH, Strategy First","Sep 13, 2004","Oct 4, 2004 ",8.3,8.2
38,Digital Fiction,"Action, Fighting, 3D",Yu Yu Hakusho: Dark Tournament,PlayStation 2,Atari SA,"Sep 21, 2004","Oct 1, 2004 ",6.9,7.2
39,Stormregion,"Real-Time, Strategy","Codename: Panzers, Phase One",PC,"cdv Software, Nordic Games Publishing","Sep 30, 2004","Oct 1, 2004 ",8.8,8.5
40,Visual Concepts,"Simulation, Sports, Team-Based, Basketball",ESPN NBA 2K5,"PlayStation 2,Xbox",Sega,"Sep 28, 2004","Oct 1, 2004 ",8.4,8.5
41,Visual Concepts,"Team-Based, Basketball, Simulation, Sports",ESPN NBA 2K5,"PlayStation 2,Xbox",Sega,"Sep 28, 2004","Oct 1, 2004 ",8.4,8.5
42,"Helixe, Heavy Iron Studios, Lavastorm","Adventure, Action",The Incredibles,"Game Boy Advance,GameCube,Macintosh,Mobile,PC,PlayStation 2,Xbox","D3Publisher, THQ, Disney Mobile Studios, Disney Interactive Studios, SCEA","Sep 28, 2004","Oct 1, 2004 ",6.9,6.5
43,Ratbag,"Driving/Racing, Arcade",The Dukes of Hazzard: Return of the General Lee,"PlayStation 2,Xbox",Ubisoft,"Sep 28, 2004","Oct 1, 2004 ",5.5,7.1
44,Ratbag,"Arcade, Driving/Racing",The Dukes of Hazzard: Return of the General Lee,"PlayStation 2,Xbox",Ubisoft,"Sep 28, 2004","Oct 1, 2004 ",5.5,7.1
45,Shockwave Productions,"Flight, Simulation",Wings of Power: WWII Heavy Bombers and Jets,PC,Tri Synergy,"Sep 13, 2004","Sep 30, 2004",8.2,8.6
46,Inti,"2D, Platformer, Action",Mega Man Zero 3,Game Boy Advance,Capcom,"Oct 5, 2004","Sep 30, 2004",8.3,8.8
47,deepMist Studios,"Arcade, Driving/Racing",MotorDuels: Outcast,Mobile,Eurofun,2004,"Sep 30, 2004",6.3,0.0
48,"Sensory Sweep, EA Sports, Electronic Arts, I-Play, Headgate, EA Canada","Golf, Sports, Simulation",Tiger Woods PGA Tour 2005,"DS,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox","EA Sports, EA Games, Electronic Arts, Aspyr","Sep 20, 2004","Sep 30, 2004",8.9,8.5
49,"Spellbound, Supersonic Software, Minds-Eye Productions","Driving/Racing, Arcade",Starsky & Hutch,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox","Empire Interactive, Gotham Games","Sep 9, 2003","Sep 30, 2004",6.4,6.5
50,Bandai America Inc.,Pinball,Dragon Edge Pinball,Mobile,Bandai America Inc.,"Sep 22, 2004","Sep 29, 2004",6.9,6.8
51,Ascaron Entertainment GmbH,"Real-Time, Strategy",Arena Wars,PC,"Ascaron Entertainment GmbH, Tri Synergy","Sep 13, 2004","Sep 29, 2004",7.5,6.6
52,EA Canada,"Team-Based, Basketball, Simulation, Sports",NBA Live 2005,"GameCube,PC,PlayStation 2,Xbox",EA Sports,"Sep 28, 2004","Sep 28, 2004",8.0,8.3
53,EA Canada,"Team-Based, Basketball, Simulation, Sports",NBA Live 2005,"GameCube,PC,PlayStation 2,Xbox",EA Sports,"Sep 28, 2004","Sep 28, 2004",7.7,8.3
54,EA Canada,"Sports, Team-Based, Basketball, Simulation",NBA Live 2005,"GameCube,PC,PlayStation 2,Xbox",EA Sports,"Sep 28, 2004","Sep 28, 2004",7.9,8.3
55,"Cyan Worlds, Ubisoft Montreal","Adventure, First-Person, 3D",Myst IV: Revelation,"Macintosh,PC,Xbox",Ubisoft,"Sep 1, 2004","Sep 28, 2004",8.5,8.5
56,Artificial Mind and Movement,"Action, Adventure",Carmen Sandiego: The Secret of the Stolen Drums,"GameCube,PlayStation 2,Xbox",Bam Entertainment,"Sep 8, 2004","Sep 28, 2004",4.7,5.6
57,Artificial Mind and Movement,"Action, Adventure",Carmen Sandiego: The Secret of the Stolen Drums,"GameCube,PlayStation 2,Xbox",Bam Entertainment,"Sep 8, 2004","Sep 28, 2004",4.7,5.6
58,Artificial Mind and Movement,"Action, Adventure",Carmen Sandiego: The Secret of the Stolen Drums,"GameCube,PlayStation 2,Xbox",Bam Entertainment,"Sep 8, 2004","Sep 28, 2004",4.7,5.6
59,Gameloft,"Action, Adventure",Might and Magic (2004),"Mobile,Windows Mobile",Gameloft,"Oct 19, 2004","Sep 28, 2004",9.0,8.1
60,Blitz Games,"3D, Action, Shooter, Third-Person",Bad Boys: Miami Takedown,"GameCube,PC,PlayStation 2,Xbox","Empire Interactive, Crave","Sep 14, 2004","Sep 28, 2004",3.0,4.7
61,Elixir Studios,"Real-Time, Strategy",Evil Genius,PC,"VU Games, Rebellion","Sep 28, 2004","Sep 28, 2004",7.3,8.3
62,Amedio,Role-Playing,Zoids: Legacy,Game Boy Advance,"Tomy Corporation, Atari SA","Sep 15, 2004","Sep 27, 2004",7.6,8.4
63,Nautilus,Role-Playing,Shadow Hearts: Covenant,PlayStation 2,"Aruze Corp, Midway","Sep 27, 2004","Sep 27, 2004",8.6,9.1
64,Namco,Music/Rhythm,Donkey Konga,GameCube,Nintendo,"Sep 27, 2004","Sep 27, 2004",7.5,8.1
65,Chris Sawyer,"Management, Strategy",Chris Sawyer's Locomotion,PC,"Atari SA, Sold Out Software, Mastertronic","Sep 9, 2004","Sep 27, 2004",6.8,7.4
66,Kuju Entertainment,"Tennis, Sports",Pat Cash Pro Tennis,Mobile,Kuju Entertainment,"Sep 20, 2004","Sep 27, 2004",5.1,10.0
67,Simian Industries,Strategy,Robin Hood: Defender of the Crown (2004),Mobile,I-Play,"Aug 19, 2004","Sep 24, 2004",5.0,4.7
68,Gameloft,"Sports, Team-Based, Simulation, Soccer",Real Soccer 2004,Mobile,Gameloft,"Jul 27, 2004","Sep 24, 2004",6.1,
69,Blitz Games,"3D, Action, Shooter, Third-Person",Bad Boys: Miami Takedown,"GameCube,PC,PlayStation 2,Xbox","Empire Interactive, Crave","Sep 14, 2004","Sep 24, 2004",3.0,4.7
70,Blitz Games,"Shooter, Third-Person, 3D, Action",Bad Boys: Miami Takedown,"GameCube,PC,PlayStation 2,Xbox","Empire Interactive, Crave","Sep 14, 2004","Sep 24, 2004",3.0,4.7
71,"Pterodon, Coyote Developments","First-Person, Shooter, 3D, Action",Vietcong: Purple Haze,"PC,PlayStation 2,Xbox","Gathering, Mastertronic","Jan 28, 2004","Sep 24, 2004",4.8,6.3
72,Capcom,"Action, Role-Playing",Monster Hunter,PlayStation 2,Capcom,"Sep 21, 2004","Sep 23, 2004",5.7,8.6
73,Funcom,"Role-Playing, MMO",Anarchy Online,PC,"Fun Com, Funcom","Jun 26, 2001","Sep 23, 2004",7.6,7.7
74,Zombie Studios,"3D, Action, First-Person, Shooter",Shadow Ops: Red Mercury,"PC,Xbox","Atari SA, Tommo","Jun 15, 2004","Sep 23, 2004",6.2,7.2
75,"Exient Entertainment, EA Tiburon, BudCat, Mobile Digital Media, Floodgate Entertainment","Team-Based, Football (American), Simulation, Sports",Madden NFL 2005,"DS,Game Boy Advance,GameCube,PC,PlayStation,PlayStation 2,Windows Mobile,Xbox,Zodiac","EA Sports, Mobile Digital Media","Aug 9, 2004","Sep 23, 2004",8.8,8.5
76,Ubisoft,"Action, Adventure",Star Wars Trilogy: Apprentice of the Force,Game Boy Advance,Ubisoft,"Sep 21, 2004","Sep 23, 2004",6.4,7.3
77,Webfoot Technologies,Role-Playing,Dragon Ball Z: Buu's Fury,Game Boy Advance,Atari SA,"Sep 14, 2004","Sep 23, 2004",6.3,8.4
78,"Feral Interactive, Creative Assembly","Real-Time, Strategy",Rome: Total War,"iOS (iPhone/iPad),Macintosh,PC","Feral Interactive, Sega, Activision, Global Software Publishing (GSP)","Sep 22, 2004","Sep 23, 2004",9.1,9.2
79,"Sensory Sweep, EA Sports, Electronic Arts, I-Play, Headgate, EA Canada","Simulation, Golf, Sports",Tiger Woods PGA Tour 2005,"DS,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox","EA Sports, EA Games, Electronic Arts, Aspyr","Sep 20, 2004","Sep 22, 2004",8.4,8.5
80,"Sensory Sweep, EA Sports, Electronic Arts, I-Play, Headgate, EA Canada","Sports, Simulation, Golf",Tiger Woods PGA Tour 2005,"DS,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox","EA Games, EA Sports, Electronic Arts, Aspyr","Sep 20, 2004","Sep 22, 2004",8.4,8.5
81,"Sensory Sweep, EA Sports, Electronic Arts, I-Play, Headgate, EA Canada","Simulation, Golf, Sports",Tiger Woods PGA Tour 2005,"DS,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox","EA Sports, Electronic Arts, EA Games, Aspyr","Sep 20, 2004","Sep 22, 2004",8.4,8.5
82,Amuze,"Adventure, Action",Headhunter: Redemption,"PlayStation 2,Xbox",Sega,"Sep 21, 2004","Sep 22, 2004",6.1,6.8
83,Amuze,"Adventure, Action",Headhunter: Redemption,"PlayStation 2,Xbox",Sega,"Sep 21, 2004","Sep 22, 2004",6.1,6.8
84,"Pandemic Studios, THQ Wireless","First-Person, Shooter, 3D, Action",Star Wars: Battlefront (2004),"Macintosh,Mobile,PC,PlayStation 2,Xbox","Aspyr, THQ Wireless, LucasArts, Electronic Arts, Activision","Sep 20, 2004","Sep 22, 2004",8.2,8.5
85,"Pandemic Studios, THQ Wireless","Shooter, 3D, Action, First-Person",Star Wars: Battlefront (2004),"Macintosh,Mobile,PC,PlayStation 2,Xbox","Aspyr, THQ Wireless, LucasArts, Electronic Arts, Activision","Sep 20, 2004","Sep 22, 2004",7.9,8.5
86,"Pandemic Studios, THQ Wireless","Shooter, 3D, Action, First-Person",Star Wars: Battlefront (2004),"Macintosh,Mobile,PC,PlayStation 2,Xbox","Aspyr, THQ Wireless, LucasArts, Electronic Arts, Activision","Sep 20, 2004","Sep 22, 2004",7.9,8.5
87,"5TH Cell, Pandemic Studios","Real-Time, Strategy",Full Spectrum Warrior,"Mobile,PC,PlayStation 2,Xbox","THQ Wireless, MediaQuest, Nordic Games Publishing, THQ, Focus Multimedia, ak tronic, SCEE, SCEA, Sega, Microsoft Game Studios","Jun 1, 2004","Sep 22, 2004",7.7,8.1
88,Mforma,"Sports, Bowling",Pro Bowling,Mobile,Mforma,"Nov 10, 2004","Sep 22, 2004",8.2,
89,"Raven Software, Barking Lizards","Action, Role-Playing",X-Men Legends,"GameCube,N-Gage,PlayStation 2,Xbox","Activision, Nokia, Microsoft Game Studios","Sep 21, 2004","Sep 21, 2004",8.2,8.4
90,"Raven Software, Barking Lizards","Action, Role-Playing",X-Men Legends,"GameCube,N-Gage,PlayStation 2,Xbox","Activision, Nokia, Microsoft Game Studios","Sep 21, 2004","Sep 21, 2004",8.2,8.4
91,"Raven Software, Barking Lizards","Action, Role-Playing",X-Men Legends,"GameCube,N-Gage,PlayStation 2,Xbox","Activision, Nokia, Microsoft Game Studios","Sep 21, 2004","Sep 21, 2004",8.2,8.4
92,Sega,"Action, Adventure",Blood Will Tell,PlayStation 2,Sega,"Sep 21, 2004","Sep 21, 2004",7.3,8.2
93,"Capcom, Valuewave Co.,Ltd.",Role-Playing,Mega Man X: Command Mission,"GameCube,PlayStation 2",Capcom,"Sep 21, 2004","Sep 21, 2004",7.2,8.1
94,"Capcom, Valuewave Co.,Ltd.",Role-Playing,Mega Man X: Command Mission,"GameCube,PlayStation 2",Capcom,"Sep 21, 2004","Sep 21, 2004",7.2,8.1
95,"Konami, KCET",Music/Rhythm,Dance Dance Revolution Extreme,"Arcade Games,PlayStation 2",Konami,"Sep 21, 2004","Sep 21, 2004",7.9,8.3
96,Relic,"Real-Time, Strategy","Warhammer 40,000: Dawn of War",PC,"THQ, ak tronic","Sep 20, 2004","Sep 21, 2004",8.8,9.0
97,Dwango Wireless,"Hunting/Fishing, Sports",Bassmaster: Legendary Lunkers,Mobile,Dwango Wireless,"Aug 12, 2004","Sep 21, 2004",8.3,8.0
98,TimeGate Studios,"Strategy, Real-Time",Kohan II: Kings of War,PC,"Sold Out Software, Global Star Software","Sep 20, 2004","Sep 21, 2004",8.5,8.1
99,"Pterodon, Coyote Developments","3D, Action, First-Person, Shooter",Vietcong: Purple Haze,"PC,PlayStation 2,Xbox","Gathering, Mastertronic","Jan 28, 2004","Sep 20, 2004",5.3,6.3
100,Free Radical Design,"Adventure, Action",Second Sight,"GameCube,PC,PlayStation 2,Xbox",Codemasters,"Sep 21, 2004","Sep 20, 2004",7.5,8.1
101,Free Radical Design,"Action, Adventure",Second Sight,"GameCube,PC,PlayStation 2,Xbox",Codemasters,"Sep 21, 2004","Sep 20, 2004",7.5,8.1
102,Free Radical Design,"Adventure, Action",Second Sight,"GameCube,PC,PlayStation 2,Xbox",Codemasters,"Sep 21, 2004","Sep 20, 2004",7.5,8.1
103,Now Production,"Adventure, Action",Katamari Damacy,PlayStation 2,"Namco, SCEA, Bandai Namco Games","Sep 21, 2004","Sep 20, 2004",8.7,8.7
104,EA Sports,"Hockey, Simulation, Sports, Team-Based",NHL 2005,"GameCube,PC,PlayStation 2,Xbox",EA Sports,"Sep 14, 2004","Sep 20, 2004",7.9,7.9
105,EA Sports,"Sports, Team-Based, Hockey, Simulation",NHL 2005,"GameCube,PC,PlayStation 2,Xbox",EA Sports,"Sep 14, 2004","Sep 20, 2004",7.9,7.9
106,EA Sports,"Simulation, Sports, Team-Based, Hockey",NHL 2005,"GameCube,PC,PlayStation 2,Xbox",EA Sports,"Sep 14, 2004","Sep 20, 2004",7.9,7.9
107,EA Sports,"Hockey, Simulation, Sports, Team-Based",NHL 2005,"GameCube,PC,PlayStation 2,Xbox",EA Sports,"Sep 14, 2004","Sep 20, 2004",7.9,7.9
108,Aki Corp.,"3D, Action, Fighting",Def Jam: Fight for NY,"GameCube,PlayStation 2,PSP,Xbox","EA Games, Electronic Arts","Sep 20, 2004","Sep 20, 2004",8.7,8.9
109,Aki Corp.,"Fighting, 3D, Action",Def Jam: Fight for NY,"GameCube,PlayStation 2,PSP,Xbox","Electronic Arts, EA Games","Sep 20, 2004","Sep 20, 2004",8.7,8.9
110,Aki Corp.,"3D, Fighting, Action",Def Jam: Fight for NY,"GameCube,PlayStation 2,PSP,Xbox","Electronic Arts, EA Games","Sep 20, 2004","Sep 20, 2004",8.7,8.9
111,Suzak,"Driving/Racing, Arcade",F-Zero: GP Legend,Game Boy Advance,Nintendo,"Sep 20, 2004","Sep 17, 2004",8.0,8.0
112,Treasure,"Action, Role-Playing",Advance Guardian Heroes,Game Boy Advance,"Treasure, Ubisoft","Sep 14, 2004","Sep 17, 2004",6.9,7.6
113,Khaeon,"Third-Person, 3D, Team-Based, Action, Shooter",Alpha Black Zero: Intrepid Protocol,PC,Playlogic,"Sep 2, 2004","Sep 17, 2004",5.1,5.6
114,"Konami, KCET","3D, Action, Adventure, Survival",Silent Hill 4: The Room,"PC,PlayStation 2,Xbox",Konami,"Sep 7, 2004","Sep 17, 2004",7.6,8.1
115,RED Entertainment,"Action, Shooter, Third-Person, 3D",Gungrave: Overdose,PlayStation 2,"RED Entertainment, Play It!, System 3, Mastiff, DreamCatcher Interactive, SCEA","Sep 15, 2004","Sep 17, 2004",7.8,8.1
116,Guerrilla,"Team-Based, Action, Third-Person, Shooter, 3D",ShellShock: Nam '67,"PC,PlayStation 2,Xbox","Eidos Interactive, Mastertronic, Square Enix","Sep 14, 2004","Sep 16, 2004",5.4,6.8
117,Guerrilla,"Team-Based, Action, Third-Person, Shooter, 3D",ShellShock: Nam '67,"PC,PlayStation 2,Xbox","Eidos Interactive, Mastertronic, Square Enix","Sep 14, 2004","Sep 16, 2004",5.4,6.8
118,Guerrilla,"Shooter, 3D, Team-Based, Action, Third-Person",ShellShock: Nam '67,"PC,PlayStation 2,Xbox","Eidos Interactive, Mastertronic, Square Enix","Sep 14, 2004","Sep 16, 2004",5.4,6.8
119,"Sammy Studios, Arc System Works","Fighting, 2D, Action",Guilty Gear X2 #Reload,"Arcade Games,PC,PlayStation 2,PSP,Xbox","Sammy Studios, Zoo Digital Publishing, KISS Ltd., Sega, Majesco Games","Sep 14, 2004","Sep 16, 2004",8.4,8.7
120,THQ Wireless,"Sports, Team-Based, Football (American), Simulation",NFL Football 2005,Mobile,THQ Wireless,"Aug 19, 2004","Sep 16, 2004",6.5,6.1
121,Lunagames,"Strategy, Management",Election 2004,Mobile,Lunagames,"Oct 14, 2004","Sep 15, 2004",7.1,7.0
122,Griptonite Games,"Arcade, Baseball, Sports, Team-Based",Crushed Baseball,Game Boy Advance,Summitsoft Entertainment,"Sep 6, 2004","Sep 15, 2004",7.3,6.6
123,Stormfront Studios,"Action, 2D, Beat-'Em-Up",Forgotten Realms: Demon Stone,"PC,PlayStation 2,Xbox","Sold Out Software, Atari SA","Sep 14, 2004","Sep 14, 2004",7.9,7.6
124,Treasure,"2D, Shoot-'Em-Up, Action",Gradius V,PlayStation 2,Konami,"Sep 14, 2004","Sep 14, 2004",8.2,8.7
125,"Gray Matter, Infinity Ward, Nokia","3D, Action, First-Person, Shooter",Call of Duty,"Macintosh,N-Gage,PC,PlayStation 3,Xbox 360","Aspyr, Activision, ak tronic, MediaQuest","Oct 29, 2003","Sep 14, 2004",8.9,9.0
126,"Griptonite Games, Maxis, Aspyr, Electronic Arts, EA Mobile",Simulation,The Sims 2,"DS,Game Boy Advance,GameCube,Macintosh,PC,PlayStation 2,PSP,Windows Mobile,Xbox","Electronic Arts, Aspyr, EA Games, EA Mobile","Sep 14, 2004","Sep 14, 2004",8.9,8.4
127,Enorbus,"Turn-Based, Strategy",Civil War: Road to Gettysburg,Mobile,Enorbus,"Aug 12, 2004","Sep 13, 2004",7.0,6.3
128,"Sucker Punch, Sanzaru Games","3D, Platformer, Action",Sly 2: Band of Thieves,"PlayStation 2,PlayStation 3,PlayStation Vita","SCEE, SCEA, SCEI, SCE Australia","Sep 14, 2004","Sep 10, 2004",8.4,8.8
129,Airborne,Sports,Maxim To Go Darts,Mobile,Airborne,"Feb 3, 2004","Sep 9, 2004 ",7.2,7.4
130,Superscape,"2D, Action, Platformer",Alien vs. Predator (2004),Mobile,3D Wireless Games,"Aug 19, 2004","Sep 9, 2004 ",6.0,7.0
131,THQ Wireless,"Sports, Team-Based, Arcade, Baseball",MLB Home Run Derby 2004,Mobile,THQ Wireless,"Sep 13, 2004","Sep 9, 2004 ",8.0,
132,Silver Wish Games,"Simulation, Flight",Wings of War,"PC,Xbox","Gathering, Take-Two Interactive","Aug 30, 2004","Sep 9, 2004 ",7.4,7.4
133,Silver Wish Games,"Simulation, Flight",Wings of War,"PC,Xbox","Gathering, Take-Two Interactive","Aug 30, 2004","Sep 9, 2004 ",7.5,7.4
134,Alphadream Corporation,Sports,Hamtaro: Ham-Ham Games,Game Boy Advance,Nintendo,"Jul 27, 2004","Sep 9, 2004 ",5.6,7.6
135,"3DO, Tactical Development","3D, Action, Shooter, Third-Person",Army Men: Sarge's War,"GameCube,PC,PlayStation 2,Xbox","Global Star Software, Take-Two Interactive","Jul 27, 2004","Sep 8, 2004 ",5.1,6.3
136,"3DO, Tactical Development","Action, Shooter, Third-Person, 3D",Army Men: Sarge's War,"GameCube,PC,PlayStation 2,Xbox","Global Star Software, Take-Two Interactive","Jul 27, 2004","Sep 8, 2004 ",4.4,6.3
137,Floodgate Entertainment,"Third-Person, 3D, Adventure",Neverwinter Nights: Mobile,Mobile,Jamdat Mobile,"Sep 2, 2004","Sep 8, 2004 ",8.3,
138,Access Games,"Adventure, Action",Spy Fiction,PlayStation 2,"Sammy Studios, Sega Europe, Access Games","Aug 31, 2004","Sep 8, 2004 ",6.6,7.3
139,Mobliss,Trivia/Board Game,The Price Is Right: Cliffhangers,Mobile,Mobliss,"Mar 2, 2004","Sep 8, 2004 ",4.6,7.3
